,Messages,Classe,Similarity
19611,Zelador da escola José Alcídes Pinto,9.0,0.845771273768636
19613,Ok,4.0,0.9999925679915664
19616,Bom dia Priscila,11.0,0.8623331054399963
19617,Oi,3.0,0.9999177003965305
19623,"Como faço pra entregar o atestado do funcionário .
Fernando Cruz do nascimento",14.0,0.8584829699034895
19629,??,6.0,0.9738372424132666
19648,Bom dia,11.0,0.9927247826671293
19657,Ok,4.0,0.9999925679915664
19678,14,13.0,0.926447792711979
19682,46,13.0,0.8751775316530506
19687,Ok,4.0,0.9999925679915664
19697,Bom dia!,11.0,0.8556470712669926
19704,Nao ?,16.0,0.8571842796178308
19711,Ok,4.0,0.9999925679915664
19712,533075,13.0,0.8449039846296832
19715,Bom dia,11.0,0.9927247826671293
19717,"Bom dia Meu líder,Tudo ótimo Graças a Deus",11.0,0.8073766393374577
19720,Meu nome Francisca Adriana Saraiva Sousa sou da regional 5,9.0,0.8124767831181441
19724,Fabiana Cristina Dick,9.0,0.8168791898078228
19727,Helen Almeida Dos Santos,9.0,0.8493636246893628
19740,Pois o funcionário recebeu ela no mês de fevereiro,14.0,0.8049121114912374
19744,Ok,4.0,0.9999925679915664
19755,Luide Farias doa Santos Costa,9.0,0.8919192516822751
19762,Oi,3.0,0.9999177003965305
19765,Bárbara da Silva Ferreira,9.0,0.8354349470994435
19767,Oi,3.0,0.9999177003965305
19772,Sábado?,16.0,0.8570259009638974
19779,??,6.0,0.9738372424132666
19784,??,6.0,0.9738372424132666
19788,??,6.0,0.9738372424132666
19789,?????,6.0,0.9192450024273495
19793,Ok,4.0,0.9999925679915664
19794,??,6.0,0.9738372424132666
19801,Bom dia,11.0,0.9927247826671293
19804,"Pyetra krauspenhar Heinle 
Osvaldo nascimento da Silva Rabelo",9.0,0.8098468542489566
19810,Ok,4.0,0.9999925679915664
19814,Ok,4.0,0.9999925679915664
19822,.,6.0,0.9528993961538452
19833,Ok,4.0,0.9999925679915664
19840,.,6.0,0.9528993961538452
19846,Sim,5.0,0.9880873048952942
19853,Bom dia,11.0,0.9927247826671293
19855,60316888400,13.0,0.8358819669911096
19859,Marialva Ribeiro dos Santos  jd.castilho CPF.146052748 80 bolsa família,9.0,0.8033124361914492
19860,Bom dia,11.0,0.9927247826671293
19861,Sim,5.0,0.9880873048952942
19874,Bom dia,11.0,0.9927247826671293
19879,Consulta Crédito pode me ajudar? Meu nome é: *Jorge José da costa Moreira*. Sou *Aposentado pensionista INSS*. Minha dúvida ou cpf: 11174587768. Aguardo retorno pelo telefone: *21999243815*.,16.0,0.8486705974651966
19889,Ok,4.0,0.9999925679915664
19891,283  748.  432. 68,8.0,0.8275446801577802
19898,Obrigada,2.0,0.9627894558350756
19907,130,13.0,0.9177296211493648
19908,2785,13.0,0.8960806329432098
19925,Alexandre,10.0,0.8610187222444758
19927,"esta bem, se quiser me passar por favor a lista eu te envio sim com os estados que quero atenderm mais eu queria dar prioridade a São Paulo, São Bernardo do Campo, voce poderia focar em São Bernardo do CAMPO, POIS TEMOS 1 MILHÃO DE HABITANTES AQUI, E NA REGIÃO DIADEMA-SP / SANTO ANDRÉ SP/ SÃO CAETANO SP / MAUA SP/ RIBEIRÃO PIRES SP/ E GRANDE SÃO PAULO.",9.0,0.8021902148818848
19931,Obrigada,2.0,0.9627894558350756
19932,Sim,5.0,0.9880873048952942
19942,1,13.0,0.9225807665146257
19943,Ok,4.0,0.9999925679915664
19944,Ok,4.0,0.9999925679915664
19945,2785,13.0,0.8960806329432098
19950,"Avenida Durval Nicolau 1850
Apartamento 233
CEP: 13874-788
Bairro: Riviera de São João
São João da Boa Vista - SP",9.0,0.9095632379193621
19952,Bom dia tudo bem?,11.0,0.8010356648516992
19953,Bom dia,11.0,0.9927247826671293
19954,...,6.0,0.8070245263955957
19957,Ok,4.0,0.9999925679915664
19958,Oi Stella. Bom dia.,16.0,0.8071979617524134
19962,Ok,4.0,0.9999925679915664
19964,Obrigado,7.0,0.9859162697976918
19973,Ok,4.0,0.9999925679915664
19976,Ok,4.0,0.9999925679915664
19991,Obrigado,7.0,0.9859162697976918
19992,??,6.0,0.9738372424132666
19994,Bom dia,11.0,0.9927247826671293
19997,Sim posso sim,18.0,0.832405560616939
20006,Obrigada,2.0,0.9627894558350756
20008,Oi,3.0,0.9999177003965305
20011,Sim,5.0,0.9880873048952942
20014,Bom dia,11.0,0.9927247826671293
20020,Sim,5.0,0.9880873048952942
20024,Bom dia,11.0,0.9927247826671293
20028,"Carol bom dia, o valor promocional de 15.00 do drive será fixo ou voltará pra 25.0p em algum momento?",14.0,0.8587358798125693
20037,Sim,5.0,0.9880873048952942
20038,07598422990,13.0,0.8269598545825996
20047,?,6.0,0.9903489639542571
20062,Bom dia!,11.0,0.8556470712669926
20064,Obrigado,7.0,0.9859162697976918
20066,Obrigada,2.0,0.9627894558350756
20068,?,6.0,0.9903489639542571
20069,Bom dia,11.0,0.9927247826671293
20075,Ok,4.0,0.9999925679915664
20078,07259235470,13.0,0.8000412096853536
20085,Bom dia,11.0,0.9927247826671293
20093,Ok,4.0,0.9999925679915664
20094,Obrigada,2.0,0.9627894558350756
20101,OI??,6.0,0.8630711437852723
20112,Sim,5.0,0.9880873048952942
20114,Sim,5.0,0.9880873048952942
20115,Sim,5.0,0.9880873048952942
20117,Obrigado,7.0,0.9859162697976918
20118,??,6.0,0.9738372424132666
20120,Ok,4.0,0.9999925679915664
20122,Bom dia Bruna,11.0,0.8782037243024728
20125,Ok,4.0,0.9999925679915664
20134,?,6.0,0.9903489639542571
20140,03476312313,13.0,0.8523023631192029
20141,Sim,5.0,0.9880873048952942
20150,Ok,4.0,0.9999925679915664
20163,Bom dia,11.0,0.9927247826671293
20168,Obrigada,2.0,0.9627894558350756
20176,?,6.0,0.9903489639542571
20180,Ok,4.0,0.9999925679915664
20184,Sim,5.0,0.9880873048952942
20200,Priscila Rodrigues Dias,9.0,0.8673836997486672
20201,Bom dia,11.0,0.9927247826671293
20206,Oi,3.0,0.9999177003965305
20208,Ok,4.0,0.9999925679915664
20211,?,6.0,0.9903489639542571
20212,030 758 948 00,13.0,0.8809409534465702
20214,6,13.0,0.8832357775848949
20220,Sim,5.0,0.9880873048952942
20222,Bom dia,11.0,0.9927247826671293
20232,1310,13.0,0.8301309405869474
20235,Bom dia,11.0,0.9927247826671293
20243,Olá Bom dia,11.0,0.8186180306997561
20251,Obrigado,7.0,0.9859162697976918
20254,Ok,4.0,0.9999925679915664
20261,?????,6.0,0.9192450024273495
20263,Maria Horleni ramos de Castro Lessa . Nasc: 23 09 1970. fone 85986952487. Rua Moisés 381 Quintino cunha.,9.0,0.8439418274479757
20272,O hospital de Jaguaruana deu esse número aqui ó assistente social para entrar em contato com ela no hospital daí de Limoeiro,14.0,0.8109374054729812
20279,01983685690,13.0,0.8722660760200661
20290,1621947443580.pdf,13.0,0.8492703961602444
20295,"150311,00",13.0,0.8390625484519282
20301,Sim,5.0,0.9880873048952942
20306,Vc não teria como conseguir pra mim o contato com o Dr Marcelo Suave pois ele é especialista em dívidas dos aposentados eu precisava muito entrar em contato com.ele mas não tenho o telefone dele seria muito eu lhe pedir esse favor porque tenho uma dívida com o banco e eles estão querendo bloquear o meu pagamento que é minha única fonte de renda que eu possuo . Obrigada,17.0,0.8290943861987549
20307,Obrigado,7.0,0.9859162697976918
20310,Oi,3.0,0.9999177003965305
20319,Bom dia Mirelly,11.0,0.8487153388709636
20324,Luana Caiubi,9.0,0.8750975780834584
20329,Sim,5.0,0.9880873048952942
20335,Refez,10.0,0.8024989830063138
20341,Bom dia,11.0,0.9927247826671293
20349,"Ele já pagou um ano, e por esse aperto redez o financiamento",14.0,0.8012985988630708
20353,Retorno,10.0,0.8627706073131705
20354,Bom dia,11.0,0.9927247826671293
20358,?,6.0,0.9903489639542571
20367,Boleto,10.0,0.8531595350311789
20370,2790,13.0,0.8856389469174181
20374,Ok. Obrigada....bom dia!!,16.0,0.8745049761517317
20375,9850265,13.0,0.8374807845129021
20379,Bom dia,11.0,0.9927247826671293
20380,Olá,15.0,0.8845560941342169
20382,Certo,19.0,0.989127781057761
20386,Ok,4.0,0.9999925679915664
20392,638124379,13.0,0.8930733249207524
20396,Obrigada,2.0,0.9627894558350756
20397,43239 - Maria Ivanilde da Paz Silva Flores,9.0,0.854888735114832
20401,18,13.0,0.8917196526960884
20404,Ok,4.0,0.9999925679915664
20421,Ok,4.0,0.9999925679915664
20424,?,6.0,0.9903489639542571
20426,Ok,4.0,0.9999925679915664
20427,Tem Bradesco?,16.0,0.8146812860864484
20431,210 753 793 34,13.0,0.8685387977622158
20439,?,6.0,0.9903489639542571
20443,Boa tarde,12.0,0.9081050786729821
20445,Bom dia,11.0,0.9927247826671293
20446,Obrigado,7.0,0.9859162697976918
20447,Sim,5.0,0.9880873048952942
20454,.,6.0,0.9528993961538452
20459,Obrigada,2.0,0.9627894558350756
20470,Virá ou não?????????,6.0,0.8478619503800141
20473,Ok,4.0,0.9999925679915664
20476,Pode logar,0.0,0.8252089972428887
20481,Sim,5.0,0.9880873048952942
20482,"Antonio Alexandre Souza 
23/03/1983
Alexandrevoip2@gmail.com
Rádio web livre
Cep 22733040
Cpf 91053404387",9.0,0.8446891945912811
20483,Certo?,16.0,0.8130953278947644
20484,Ok,4.0,0.9999925679915664
20486,Sim,5.0,0.9880873048952942
20490,Oi,3.0,0.9999177003965305
20494,Bom dia,11.0,0.9927247826671293
20497,Como posso remarcar,0.0,0.8264388061264378
20499,Certo,19.0,0.989127781057761
20505,Juliana Oliveira Barbosa da Silva,9.0,0.8681450401462587
20507,Bom dia,11.0,0.9927247826671293
20514,Ok,4.0,0.9999925679915664
20515,07572595906,13.0,0.8721164604313504
20520,O endereço é mesmo no comércio,14.0,0.800216425526147
20528,Pois não está pegando não,18.0,0.8183873444515202
20529,Ok,4.0,0.9999925679915664
20536,"Emanuelle
emanuelle.med@hotmail.com
71 991866991",8.0,0.8129888907485765
20537,Bom dia,11.0,0.9927247826671293
20546,Certo,19.0,0.989127781057761
20558,Bom dia,11.0,0.9927247826671293
20561,41999351660,13.0,0.8459879456792694
20565,Pode trazer,0.0,0.8590722237361819
20566,4,13.0,0.8569259173317467
20583,Oi,3.0,0.9999177003965305
20601,Bruna Braun,9.0,0.80570042801027
20605,Obrigada!!,16.0,0.8293393100607891
20609,"Mas já passou, tava marcada para dia 30/06, aí vou está menstruada, quero fazer prevenção, então não dar certo esse dia. Se não tiver para outro dia antes com Dra Ticiana, queria saber a possibilidade para outra ginecologista.",17.0,0.8097255289540707
20621,Obrigada,2.0,0.9627894558350756
20623,Obrigada,2.0,0.9627894558350756
20627,Bom dia,11.0,0.9927247826671293
20633,Qual é a forma de pagamento? Pode ser cartão? Parcela esse valor?!,16.0,0.8298052307704576
20638,"DTS (COMÉRCIO  DE EQUIPAMENTOS DE SEGURANÇA ELETRÔNICA EIRELI.

HORÁRIO DE
 FUNCIONAMENTO 8:00 as 18:00 de segunda-feira a sexta-feira. Não fechamos para almoçar 
Sábado das 8:00 as 12:00

Endereço 
Avenida Pedro Freitas  N:2143 Bairro Vermelha 
Teresina: Piauí",9.0,0.8981719260019685
20639,Vânia Lima Farias,9.0,0.8492926235464013
20652,Sim,5.0,0.9880873048952942
20654,21445112451,13.0,0.880969432224982
20674,Obrigado,7.0,0.9859162697976918
20676,Consulta Crédito pode me ajudar? Meu nome é: *Jorge José da costa Moreira*. Sou *Aposentado pensionista INSS*. Minha dúvida ou cpf: 11174587758. Aguardo retorno pelo telefone: *21999243818*.,16.0,0.8453635310979433
20682,Olá,15.0,0.8845560941342169
20686,Milena Medeiros,9.0,0.8015339352430055
20693,998019695,13.0,0.8608104086205529
20694,Bom dia .,11.0,0.8305305066290981
20695,Sim,5.0,0.9880873048952942
20706,Ok,4.0,0.9999925679915664
20709,Obrigada,2.0,0.9627894558350756
20713,Já já lhe retorno tá bom? Estou no depósito,18.0,0.8142326033393473
20728,Bom dia,11.0,0.9927247826671293
20735,?,6.0,0.9903489639542571
20738,Obrigado,7.0,0.9859162697976918
20740,Antonio Alexandre Souza,9.0,0.8884618076983579
20741,?,6.0,0.9903489639542571
20744,2,13.0,0.9228572756673731
20745,?,6.0,0.9903489639542571
20749,Bom dia,11.0,0.9927247826671293
20755,"A MUDANÇA É REFERENTE A CC 0050011-9 DO BANCO BRADESCO, PARA A CONTA ( CC. 37806-2  AG 2622-0 DO BANCO DO BRASIL)",9.0,0.8326630528305863
20759,Oi,3.0,0.9999177003965305
20760,Bom dia,11.0,0.9927247826671293
20761,Kkkkk,10.0,0.8077810132463744
20762,Oi,3.0,0.9999177003965305
20773,Nome do paciente: Cosme Alves Dias,9.0,0.8055659681460531
20778,951 452 502,13.0,0.8881094240421836
20782,Ok,4.0,0.9999925679915664
20783,Convênio Unimed,9.0,0.8701341238389402
20787,Ok,4.0,0.9999925679915664
20788,Obrigado,7.0,0.9859162697976918
20789,Bom dia,11.0,0.9927247826671293
20796,Oi,3.0,0.9999177003965305
20811,Estou sem a cobertura da vacina 2 a dose estava aguardando a alta e as 4 semanas do início dos sintomas .falei com a moça do setor no domingo ela me prometera passar no domingo mesmo para a equipe,1.0,0.8196073341983591
20814,Bom dia,11.0,0.9927247826671293
20816,Bom dia,11.0,0.9927247826671293
20817,Ok,4.0,0.9999925679915664
20820,2,13.0,0.9228572756673731
20834,Pode cancelar,0.0,0.8109107813109351
20837,2022,13.0,0.8529316844228586
20839,Oi,3.0,0.9999177003965305
20848,06 04 2004,13.0,0.859653792091907
20849,Bom dia,11.0,0.9927247826671293
20858,Sim,5.0,0.9880873048952942
20868,Bom dia,11.0,0.9927247826671293
20869,Ok,4.0,0.9999925679915664
20871,Obrigado,7.0,0.9859162697976918
20873,Bom dia,11.0,0.9927247826671293
20874,70606951504,13.0,0.8893194519880729
20875,Bom dia,11.0,0.9927247826671293
20876,60482826053,13.0,0.8512220419680882
20884,"Bom dia!
Recebi sim!
Obrigado!!!",16.0,0.8476778263859067
20891,?,6.0,0.9903489639542571
20900,?,6.0,0.9903489639542571
20907,Bom dia .,11.0,0.8305305066290981
20919,Obrigada,2.0,0.9627894558350756
20920,Ok,4.0,0.9999925679915664
20923,"Geovana Macedo Dias 
CPF 067.203.481.67",9.0,0.841618524113843
20930,Estou interessada no curso de filosofia a maneira clássica,1.0,0.8248010558995603
20939,?,6.0,0.9903489639542571
20944,Bom dia Letícia,11.0,0.8228333078768705
20945,Antônio Flávio,9.0,0.8392767189336598
20947,Sim,5.0,0.9880873048952942
20949,.,6.0,0.9528993961538452
20953,Obrigado,7.0,0.9859162697976918
20955,Renato,10.0,0.8505565932999865
20956,De saber como fazer o cadastro meu irmão foi tomar a vacina não  consta benefício do bcp,17.0,0.8446285085719467
20958,Bom dia,11.0,0.9927247826671293
20959,Ok,4.0,0.9999925679915664
20960,Certo,19.0,0.989127781057761
20961,00642378347,13.0,0.8582548564517283
20965,Afonso Magno Lobo Botelho,9.0,0.8967559769078541
20975,Sim,5.0,0.9880873048952942
20978,Obrigado,7.0,0.9859162697976918
20980,Ok,4.0,0.9999925679915664
20981,Combinado,7.0,0.801541678716456
20982,.,6.0,0.9528993961538452
20983,1,13.0,0.9225807665146257
20995,Bom dia ],11.0,0.8708475693467481
21003,.,6.0,0.9528993961538452
21009,Adelson Almeida,9.0,0.8241863669010887
21012,Ok,4.0,0.9999925679915664
21014,"Sou pensionista por morte 
CPF dele69112053791
E o meu 99314975720
Olha pra mim
Eu tenho direito deste dinheiro que sai hoje",14.0,0.8181710293823322
21015,Bom dia,11.0,0.9927247826671293
21018,Bom dia,11.0,0.9927247826671293
21022,Sim,5.0,0.9880873048952942
21026,Bom dia,11.0,0.9927247826671293
21031,Bom dia,11.0,0.9927247826671293
21035,Perdão,10.0,0.8495333536732692
21037,23151548806,13.0,0.915011510421021
21041,??,6.0,0.9738372424132666
21042,7,13.0,0.8922586349654542
21052,09189252135,13.0,0.8741580926637209
21053,1327MA   Sidney Vilaça Rj,9.0,0.86093850435054
21055,?,6.0,0.9903489639542571
21057,Ok,4.0,0.9999925679915664
21062,Tmnc,10.0,0.8218331247179729
21063,Ok,4.0,0.9999925679915664
21069,Ok,4.0,0.9999925679915664
21071,Obrigado,7.0,0.9859162697976918
21078,Bom dia,11.0,0.9927247826671293
21087,1,13.0,0.9225807665146257
21089,Oi,3.0,0.9999177003965305
21095,Bom dia,11.0,0.9927247826671293
21097,Sim,5.0,0.9880873048952942
21098,"Psicologia 

É para minha filha 
Ela já está matriculada no 1° termo

Poliana Aparecida de Jesus Peres Borba 

RA 1913004",9.0,0.8037973038020878
21100,Ok,4.0,0.9999925679915664
21103,Agenda Damasio Jardel Sousa de freitas,9.0,0.9012148101943429
21106,Retorno,10.0,0.8627706073131705
21119,"1132434

ID 109912 MICJELLE MARIA",8.0,0.8064073744699575
21126,Bom dia,11.0,0.9927247826671293
21127,Só para informar que o pessoal da Magni todos sem sintomas! Seguimos trabalho home só com 1 de plantão no escritório para atendimentos presenciais. Estamos conversando no particular é tratando caso a caso se tiver. Melhora a todos aí!,14.0,0.8241422729345447
21135,Vacina,10.0,0.829640557673979
21146,Ok,4.0,0.9999925679915664
21148,Ok,4.0,0.9999925679915664
21149,Bom dia,11.0,0.9927247826671293
21151,?,6.0,0.9903489639542571
21153,1353,13.0,0.9292362367940171
21158,Oi,3.0,0.9999177003965305
21168,Bomdia,10.0,0.8091406807501855
21172,"Vc não quer passar para Cíntia meu atendimento ? 
Pq eu tenho mais um monte de demanda é só aqui nesta que é uma simples consulta já tem mais de 30 minutos",17.0,0.8042589201934849
21174,Sim,5.0,0.9880873048952942
21185,Bom dia 🌹,11.0,0.8535867834846544
21186,Obrigada,2.0,0.9627894558350756
21193,!,6.0,0.9069315983560351
21196,Ok,4.0,0.9999925679915664
21205,!,6.0,0.9069315983560351
21218,Sim,5.0,0.9880873048952942
21229,Oi,3.0,0.9999177003965305
21230,Sim,5.0,0.9880873048952942
21231,Ok,4.0,0.9999925679915664
21233,Oi,3.0,0.9999177003965305
21244,Pode fazer vou querer.,0.0,0.8280742126712171
21249,Oi,3.0,0.9999177003965305
21255,Olá,15.0,0.8845560941342169
21263,"Danielle Gomes de Melo 
004366831 30",9.0,0.8633517481160673
21264,Antônio Raimundo Pereira Lima,9.0,0.8932198822372707
21273,Pode simular,0.0,0.8101169508757211
21279,Ok,4.0,0.9999925679915664
21281,11471823881,13.0,0.9010796923894369
21285,Ok,4.0,0.9999925679915664
21287,Bom dia,11.0,0.9927247826671293
21291,?,6.0,0.9903489639542571
21297,Meu nome Denize Gorett Toscano Elgaly,9.0,0.8052120322550662
21303,Bom dia,11.0,0.9927247826671293
21309,Pode fazer?,0.0,0.8102672708179773
21312,Sim,5.0,0.9880873048952942
21319,1,13.0,0.9225807665146257
21323,Olá Hudson,9.0,0.8134941516693874
21324,Pablo leao Ribeiro,10.0,0.8014068139464774
21328,Preciso marcar uma consuta como o médico Thiago pontes,14.0,0.808209397588771
21334,?,6.0,0.9903489639542571
21335,Bom dia,11.0,0.9927247826671293
21340,Obrigada,2.0,0.9627894558350756
21348,01152790161,13.0,0.8941734273475683
21349,Ola bom dia,11.0,0.8500363153733246
21350,?,6.0,0.9903489639542571
21356,Sim,5.0,0.9880873048952942
21358,O doutor Robert atende aí no hospital?,14.0,0.8148969804755442
21360,Bom dia Thalita,11.0,0.8723294291283655
21362,Rsrs,10.0,0.8342274729282368
21366,13077860490,13.0,0.8264991365559726
21372,Bom dia,11.0,0.9927247826671293
21374,Oi,3.0,0.9999177003965305
21375,Sim,5.0,0.9880873048952942
21380,88 99255 4975,13.0,0.9016504219821315
21384,Oi,3.0,0.9999177003965305
21388,Dinhero,10.0,0.8118394146909377
21389,?,6.0,0.9903489639542571
21401,89 9 8126-1340,13.0,0.8947218946143506
21408,Maria Tamires Vasconcelos Moreira,9.0,0.8630101738433362
21415,Ok,4.0,0.9999925679915664
21416,Bruno Adm,9.0,0.8322944221167449
21418,Bom dia,11.0,0.9927247826671293
21422,Grato,10.0,0.8462254829022502
21431,947,13.0,0.8334331531930032
21433,?,6.0,0.9903489639542571
21438,Dia 11 de.maio,8.0,0.8257897744490702
21441,Ok,4.0,0.9999925679915664
21447,Obrigada,2.0,0.9627894558350756
21451,Meu nome é Nathalia Lutterbach Pires Moreira,9.0,0.8634978909875992
21463,1,13.0,0.9225807665146257
21465,1 580 310 468,13.0,0.8876461866297989
21470,???,6.0,0.9517508450308584
21475,Obrigada,2.0,0.9627894558350756
21476,?,6.0,0.9903489639542571
21477,Meu nome é Nathalia Lutterbach Pires Moreira,9.0,0.8634978909875992
21489,Ok,4.0,0.9999925679915664
21495,Ok,4.0,0.9999925679915664
21500,Rilton César Nascimento Albuquerque,9.0,0.8578805553693103
21501,Oi,3.0,0.9999177003965305
21502,Ops Carla,9.0,0.8426317001680774
21513,Sim,5.0,0.9880873048952942
21517,Bom dia Catla,11.0,0.8654179265354225
21531,Bom dia,11.0,0.9927247826671293
21534,Bom dia,11.0,0.9927247826671293
21535,Sim,5.0,0.9880873048952942
21541,76424375953,13.0,0.8488249499418442
21546,Bom dia,11.0,0.9927247826671293
21561,2,13.0,0.9228572756673731
21567,Ok,4.0,0.9999925679915664
21577,Suilane. Bom dia. Dá  para me mandar o Boleto de aluguel de 5/6/  .Eu vou aproveitar uma ida a rua para imprimir logo. É também o analítico. .Agradeco a gentileza. Estou aguardando.,16.0,0.8293074171025536
21579,Correto,10.0,0.8090809980484761
21582,Obrigado,7.0,0.9859162697976918
21584,Bom dia,11.0,0.9927247826671293
21591,exatamente!!!!,6.0,0.8043470189126767
21592,?,6.0,0.9903489639542571
21599,Sim,5.0,0.9880873048952942
21600,Bom dia,11.0,0.9927247826671293
21601,704 267 471 51,13.0,0.8971058558282083
21603,Obrigado,7.0,0.9859162697976918
21609,9,13.0,0.9365980082081153
21611,?,6.0,0.9903489639542571
21617,Ok,4.0,0.9999925679915664
21624,.,6.0,0.9528993961538452
21628,Ok,4.0,0.9999925679915664
21641,"Fiz o cancelamento do seguro vivo fibra mês passado e veio no boleto novamente, ontem solicitei  novo boleto e ficou de enviar, mas até agora nada",14.0,0.8076567538178059
21643,???,6.0,0.9517508450308584
21650,Blz,10.0,0.8409440701686757
21652,Olá Bruna,9.0,0.824462279341682
21657,Av Brasil 179,9.0,0.8049550274698731
21665,5,13.0,0.8520622415298768
21672,7,13.0,0.8922586349654542
